protein1,protein2
A0A384TAH8,A0A384TNN5
A0A384TAH8,A0A384TNP5
A0A384TAH8,A0A384TNQ3
A0A384TAH8,A0A384TNS5
A0A384TAH8,A0A384TQ84
A0A384TAH8,A0A384TQ90
A0A384TAH8,A0A384TQA4
A0A384TAH8,A0A384TQC1
A0A384TAH8,A0A384TQC5
A0A384TAH8,A0A384TSP9
A0A384TAH8,A0A384TSQ6
A0A384TAH8,A0A384TSR3
A0A384TAH8,A0A384TSS3
A0A384TAH8,A0A384TST5
A0A384TAH8,A0A384TUI3
A0A384TAH8,A0A384TUJ6
A0A384TAH8,A0A384TUK1
A0A384TAH8,A0A384TUK6
A0A384TAH8,A0A384TUL3
A0A384TAH8,A0A077HBN1
A0A384TAH8,A0A384SYV0
A0A384TAH8,A0A8K1SYL6
A0A384TAH8,A0A8K1Y357
A0A384TAH8,B0B211
A0A384TAH8,F1LJR5
A0A384TNN5,A0A384TNP5
A0A384TNN5,A0A384TNQ3
A0A384TNN5,A0A384TNS5
A0A384TNN5,A0A384TQ84
A0A384TNN5,A0A384TQ90
A0A384TNN5,A0A384TQA4
A0A384TNN5,A0A384TQC1
A0A384TNN5,A0A384TQC5
A0A384TNN5,A0A384TSP9
A0A384TNN5,A0A384TSQ6
A0A384TNN5,A0A384TSR3
A0A384TNN5,A0A384TSS3
A0A384TNN5,A0A384TST5
A0A384TNN5,A0A384TUI3
A0A384TNN5,A0A384TUJ6
A0A384TNN5,A0A384TUK1
A0A384TNN5,A0A384TUK6
A0A384TNN5,A0A384TUL3
A0A384TNN5,A0A077HBN1
A0A384TNN5,A0A384SYV0
A0A384TNN5,A0A8K1SYL6
A0A384TNN5,A0A8K1Y357
A0A384TNN5,B0B211
A0A384TNN5,F1LJR5
A0A384TNP5,A0A384TNQ3
A0A384TNP5,A0A384TNS5
A0A384TNP5,A0A384TQ84
A0A384TNP5,A0A384TQ90
A0A384TNP5,A0A384TQA4
A0A384TNP5,A0A384TQC1
A0A384TNP5,A0A384TQC5
A0A384TNP5,A0A384TSP9
A0A384TNP5,A0A384TSQ6
A0A384TNP5,A0A384TSR3
A0A384TNP5,A0A384TSS3
A0A384TNP5,A0A384TST5
A0A384TNP5,A0A384TUI3
A0A384TNP5,A0A384TUJ6
A0A384TNP5,A0A384TUK1
A0A384TNP5,A0A384TUK6
A0A384TNP5,A0A384TUL3
A0A384TNP5,A0A077HBN1
A0A384TNP5,A0A384SYV0
A0A384TNP5,A0A8K1SYL6
A0A384TNP5,A0A8K1Y357
A0A384TNP5,B0B211
A0A384TNP5,F1LJR5
A0A384TNQ3,A0A384TNS5
A0A384TNQ3,A0A384TQ84
A0A384TNQ3,A0A384TQ90
A0A384TNQ3,A0A384TQA4
A0A384TNQ3,A0A384TQC1
A0A384TNQ3,A0A384TQC5
A0A384TNQ3,A0A384TSP9
A0A384TNQ3,A0A384TSQ6
A0A384TNQ3,A0A384TSR3
A0A384TNQ3,A0A384TSS3
A0A384TNQ3,A0A384TST5
A0A384TNQ3,A0A384TUI3
A0A384TNQ3,A0A384TUJ6
A0A384TNQ3,A0A384TUK1
A0A384TNQ3,A0A384TUK6
A0A384TNQ3,A0A384TUL3
A0A384TNQ3,A0A077HBN1
A0A384TNQ3,A0A384SYV0
A0A384TNQ3,A0A8K1SYL6
A0A384TNQ3,A0A8K1Y357
A0A384TNQ3,B0B211
A0A384TNQ3,F1LJR5
A0A384TNS5,A0A384TQ84
A0A384TNS5,A0A384TQ90
A0A384TNS5,A0A384TQA4
A0A384TNS5,A0A384TQC1
A0A384TNS5,A0A384TQC5
A0A384TNS5,A0A384TSP9
A0A384TNS5,A0A384TSQ6
A0A384TNS5,A0A384TSR3
A0A384TNS5,A0A384TSS3
A0A384TNS5,A0A384TST5
A0A384TNS5,A0A384TUI3
A0A384TNS5,A0A384TUJ6
A0A384TNS5,A0A384TUK1
A0A384TNS5,A0A384TUK6
A0A384TNS5,A0A384TUL3
A0A384TNS5,A0A077HBN1
A0A384TNS5,A0A384SYV0
A0A384TNS5,A0A8K1SYL6
A0A384TNS5,A0A8K1Y357
A0A384TNS5,B0B211
A0A384TNS5,F1LJR5
A0A384TQ84,A0A384TQ90
A0A384TQ84,A0A384TQA4
A0A384TQ84,A0A384TQC1
A0A384TQ84,A0A384TQC5
A0A384TQ84,A0A384TSP9
A0A384TQ84,A0A384TSQ6
A0A384TQ84,A0A384TSR3
A0A384TQ84,A0A384TSS3
A0A384TQ84,A0A384TST5
A0A384TQ84,A0A384TUI3
A0A384TQ84,A0A384TUJ6
A0A384TQ84,A0A384TUK1
A0A384TQ84,A0A384TUK6
A0A384TQ84,A0A384TUL3
A0A384TQ84,A0A077HBN1
A0A384TQ84,A0A384SYV0
A0A384TQ84,A0A8K1SYL6
A0A384TQ84,A0A8K1Y357
A0A384TQ84,B0B211
A0A384TQ84,F1LJR5
A0A384TQ90,A0A384TQA4
A0A384TQ90,A0A384TQC1
A0A384TQ90,A0A384TQC5
A0A384TQ90,A0A384TSP9
A0A384TQ90,A0A384TSQ6
A0A384TQ90,A0A384TSR3
A0A384TQ90,A0A384TSS3
A0A384TQ90,A0A384TST5
A0A384TQ90,A0A384TUI3
A0A384TQ90,A0A384TUJ6
A0A384TQ90,A0A384TUK1
A0A384TQ90,A0A384TUK6
A0A384TQ90,A0A384TUL3
A0A384TQ90,A0A077HBN1
A0A384TQ90,A0A384SYV0
A0A384TQ90,A0A8K1SYL6
A0A384TQ90,A0A8K1Y357
A0A384TQ90,B0B211
A0A384TQ90,F1LJR5
A0A384TQA4,A0A384TQC1
A0A384TQA4,A0A384TQC5
A0A384TQA4,A0A384TSP9
A0A384TQA4,A0A384TSQ6
A0A384TQA4,A0A384TSR3
A0A384TQA4,A0A384TSS3
A0A384TQA4,A0A384TST5
A0A384TQA4,A0A384TUI3
A0A384TQA4,A0A384TUJ6
A0A384TQA4,A0A384TUK1
A0A384TQA4,A0A384TUK6
A0A384TQA4,A0A384TUL3
A0A384TQA4,A0A077HBN1
A0A384TQA4,A0A384SYV0
A0A384TQA4,A0A8K1SYL6
A0A384TQA4,A0A8K1Y357
A0A384TQA4,B0B211
A0A384TQA4,F1LJR5
A0A384TQC1,A0A384TQC5
A0A384TQC1,A0A384TSP9
A0A384TQC1,A0A384TSQ6
A0A384TQC1,A0A384TSR3
A0A384TQC1,A0A384TSS3
A0A384TQC1,A0A384TST5
A0A384TQC1,A0A384TUI3
A0A384TQC1,A0A384TUJ6
A0A384TQC1,A0A384TUK1
A0A384TQC1,A0A384TUK6
A0A384TQC1,A0A384TUL3
A0A384TQC1,A0A077HBN1
A0A384TQC1,A0A384SYV0
A0A384TQC1,A0A8K1SYL6
A0A384TQC1,A0A8K1Y357
A0A384TQC1,B0B211
A0A384TQC1,F1LJR5
A0A384TQC5,A0A384TSP9
A0A384TQC5,A0A384TSQ6
A0A384TQC5,A0A384TSR3
A0A384TQC5,A0A384TSS3
A0A384TQC5,A0A384TST5
A0A384TQC5,A0A384TUI3
A0A384TQC5,A0A384TUJ6
A0A384TQC5,A0A384TUK1
A0A384TQC5,A0A384TUK6
A0A384TQC5,A0A384TUL3
A0A384TQC5,A0A077HBN1
A0A384TQC5,A0A384SYV0
A0A384TQC5,A0A8K1SYL6
A0A384TQC5,A0A8K1Y357
A0A384TQC5,B0B211
A0A384TQC5,F1LJR5
A0A384TSP9,A0A384TSQ6
A0A384TSP9,A0A384TSR3
A0A384TSP9,A0A384TSS3
A0A384TSP9,A0A384TST5
A0A384TSP9,A0A384TUI3
A0A384TSP9,A0A384TUJ6
A0A384TSP9,A0A384TUK1
A0A384TSP9,A0A384TUK6
A0A384TSP9,A0A384TUL3
A0A384TSP9,A0A077HBN1
A0A384TSP9,A0A384SYV0
A0A384TSP9,A0A8K1SYL6
A0A384TSP9,A0A8K1Y357
A0A384TSP9,B0B211
A0A384TSP9,F1LJR5
A0A384TSQ6,A0A384TSR3
A0A384TSQ6,A0A384TSS3
A0A384TSQ6,A0A384TST5
A0A384TSQ6,A0A384TUI3
A0A384TSQ6,A0A384TUJ6
A0A384TSQ6,A0A384TUK1
A0A384TSQ6,A0A384TUK6
A0A384TSQ6,A0A384TUL3
A0A384TSQ6,A0A077HBN1
A0A384TSQ6,A0A384SYV0
A0A384TSQ6,A0A8K1SYL6
A0A384TSQ6,A0A8K1Y357
A0A384TSQ6,B0B211
A0A384TSQ6,F1LJR5
A0A384TSR3,A0A384TSS3
A0A384TSR3,A0A384TST5
A0A384TSR3,A0A384TUI3
A0A384TSR3,A0A384TUJ6
A0A384TSR3,A0A384TUK1
A0A384TSR3,A0A384TUK6
A0A384TSR3,A0A384TUL3
A0A384TSR3,A0A077HBN1
A0A384TSR3,A0A384SYV0
A0A384TSR3,A0A8K1SYL6
A0A384TSR3,A0A8K1Y357
A0A384TSR3,B0B211
A0A384TSR3,F1LJR5
A0A384TSS3,A0A384TST5
A0A384TSS3,A0A384TUI3
A0A384TSS3,A0A384TUJ6
A0A384TSS3,A0A384TUK1
A0A384TSS3,A0A384TUK6
A0A384TSS3,A0A384TUL3
A0A384TSS3,A0A077HBN1
A0A384TSS3,A0A384SYV0
A0A384TSS3,A0A8K1SYL6
A0A384TSS3,A0A8K1Y357
A0A384TSS3,B0B211
A0A384TSS3,F1LJR5
A0A384TST5,A0A384TUI3
A0A384TST5,A0A384TUJ6
A0A384TST5,A0A384TUK1
A0A384TST5,A0A384TUK6
A0A384TST5,A0A384TUL3
A0A384TST5,A0A077HBN1
A0A384TST5,A0A384SYV0
A0A384TST5,A0A8K1SYL6
A0A384TST5,A0A8K1Y357
A0A384TST5,B0B211
A0A384TST5,F1LJR5
A0A384TUI3,A0A384TUJ6
A0A384TUI3,A0A384TUK1
A0A384TUI3,A0A384TUK6
A0A384TUI3,A0A384TUL3
A0A384TUI3,A0A077HBN1
A0A384TUI3,A0A384SYV0
A0A384TUI3,A0A8K1SYL6
A0A384TUI3,A0A8K1Y357
A0A384TUI3,B0B211
A0A384TUI3,F1LJR5
A0A384TUJ6,A0A384TUK1
A0A384TUJ6,A0A384TUK6
A0A384TUJ6,A0A384TUL3
A0A384TUJ6,A0A077HBN1
A0A384TUJ6,A0A384SYV0
A0A384TUJ6,A0A8K1SYL6
A0A384TUJ6,A0A8K1Y357
A0A384TUJ6,B0B211
A0A384TUJ6,F1LJR5
A0A384TUK1,A0A384TUK6
A0A384TUK1,A0A384TUL3
A0A384TUK1,A0A077HBN1
A0A384TUK1,A0A384SYV0
A0A384TUK1,A0A8K1SYL6
A0A384TUK1,A0A8K1Y357
A0A384TUK1,B0B211
A0A384TUK1,F1LJR5
A0A384TUK6,A0A384TUL3
A0A384TUK6,A0A077HBN1
A0A384TUK6,A0A384SYV0
A0A384TUK6,A0A8K1SYL6
A0A384TUK6,A0A8K1Y357
A0A384TUK6,B0B211
A0A384TUK6,F1LJR5
A0A384TUL3,A0A077HBN1
A0A384TUL3,A0A384SYV0
A0A384TUL3,A0A8K1SYL6
A0A384TUL3,A0A8K1Y357
A0A384TUL3,B0B211
A0A384TUL3,F1LJR5
A0A077HBN1,A0A384SYV0
A0A077HBN1,A0A8K1SYL6
A0A077HBN1,A0A8K1Y357
A0A077HBN1,B0B211
A0A077HBN1,F1LJR5
A0A384SYV0,A0A8K1SYL6
A0A384SYV0,A0A8K1Y357
A0A384SYV0,B0B211
A0A384SYV0,F1LJR5
A0A8K1SYL6,A0A8K1Y357
A0A8K1SYL6,B0B211
A0A8K1SYL6,F1LJR5
A0A8K1Y357,B0B211
A0A8K1Y357,F1LJR5
B0B211,F1LJR5
